Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM),52 Week Range
EIX,Edison International,57.57,-0.04,-0.07%,1.268M,1.821M,21.86B,26.78,
PPL,PPL Corporation,28.42,-0.13,-0.46%,2.413M,4.365M,21.872B,N/A,
MLM,"Martin Marietta Materials, Inc.",351,-4.99,-1.40%,"387,098","310,079",21.894B,28.56,
FRRVF,"Ferrovial, S.A.",29.4,0,0.00%,340,"1,066",21.917B,N/A,
FRRVY,"Ferrovial, S.A.",30.07,0.35,1.16%,"3,574","7,923",21.955B,N/A,
STE,STERIS plc,220.21,-0.15,-0.07%,"286,255","452,861",21.968B,67.18,
DTE,DTE Energy Company,113.71,-0.04,-0.04%,"763,330",1.107M,22.032B,16.61,
ARGNF,argenx SE,316.5,0,0.00%,131,8,22.048B,N/A,
FLT,"FLEETCOR Technologies, Inc.",267.11,2.59,0.98%,"385,729","617,377",22.064B,29.42,
TRMB,Trimble Inc.,87.7,-1.89,-2.11%,1.615M,1.036M,22.067B,42.82,
ASAN,"Asana, Inc.",120.02,-4.46,-3.58%,2.44M,2.205M,22.072B,N/A,
SVNLY,Svenska Handelsbanken AB (publ),5.55,-0.05,-0.89%,"66,986","167,058",22.138B,11.31,
ALLY,Ally Financial Inc.,52.37,-0.68,-1.28%,3.873M,2.983M,18.882B,6.91,
HDALF,Haidilao International Holding Ltd.,4.05,0,0.00%,648,"2,760",22.109B,101.25,
SUI,"Sun Communities, Inc.",190.8,-3.79,-1.95%,"975,106","529,968",22.114B,90.3,
ETTYF,Essity AB (publ),31.16,0,0.00%,11,206,22.116B,26.36,
SWRAY,Swire Pacific Limited,5.69,-0.28,-4.69%,"49,028","73,998",22.117B,N/A,
HRL,Hormel Foods Corporation,40.8,0.17,0.42%,1.584M,1.958M,22.136B,25.82,
PWCDF,Power Corporation of Canada,33.02,-0.22,-0.67%,"8,984","16,761",22.141B,10.59,
CGSHY,Country Garden Services Holdings Company Limited,6.8,0.09,1.27%,"6,954","24,178",22.168B,37.13,
CTTAF,Continental Aktiengesellschaft,106.75,0,0.00%,35,48,22.179B,37.89,
PKX,POSCO,72.89,-0.57,-0.78%,"275,224","174,269",22.207B,6.85,
AVTR-PA,"Avantor, Inc.",135.13,0.09,0.06%,"56,612","60,683",22.212B,298.29,
TRU,TransUnion,116.27,-0.57,-0.49%,"512,084","796,592",22.266B,48.45,
IP,International Paper Company,56.97,-0.13,-0.23%,1.736M,2.129M,22.266B,19.93,
ALNY,"Alnylam Pharmaceuticals, Inc.",187.4,0.45,0.24%,"202,317","624,166",22.272B,N/A,
CTTAY,Continental Aktiengesellschaft,11.15,-0.09,-0.76%,"41,956","78,001",22.311B,19.8,
GIB,CGI Inc.,91.94,0.42,0.46%,"96,067","146,550",22.336B,23.42,
PCG,PG&E Corporation,9.94,-0.03,-0.30%,14.956M,17.407M,22.362B,25.75,
APAJF,APA Group,6.49,0,0.00%,48,"1,685",22.367B,"3,245.00",
DVN,Devon Energy Corporation,33.09,0.29,0.88%,10.329M,10.739M,22.402B,64.5,
HBAN,Huntington Bancshares Incorporated,15.19,0.08,0.53%,9.065M,13.068M,22.429B,16.4,
SVNLF,Svenska Handelsbanken AB (publ),11.38,0.14,1.23%,342,"5,401",22.533B,11.6,
SWDBY,Swedbank AB (publ),19.88,-0.19,-0.95%,"53,585","46,249",22.294B,9.28,
GXYEF,Galaxy Entertainment Group Limited,5.12,-0.23,-4.30%,"6,619","5,938",22.499B,N/A,
STT-PG,State Street Corporation,29.27,-0.12,-0.41%,"34,956","35,794",22.501B,4.66,
RPRX,Royalty Pharma plc,37.1,-0.03,-0.08%,1.496M,2.52M,22.526B,30.04,
ELEZF,"Endesa, S.A.",21.28,0,0.00%,"1,662",658,22.53B,17.47,
ELEZY,"Endesa, S.A.",10.65,-0.05,-0.47%,"3,424","11,820",22.55B,17.49,
ICLR,ICON Public Limited Company,283.04,1.58,0.56%,"635,902","910,030",22.554B,41.28,
ESALY,"Eisai Co., Ltd.",77.76,0.6,0.77%,"9,630","36,060",22.564B,41.23,
RYAOF,Ryanair Holdings plc,20,0,0.00%,100,3,22.573B,N/A,
MKC,"McCormick & Company, Incorporated",84.55,-0.23,-0.27%,"850,083",1.039M,22.596B,30.32,
MKC-V,"McCormick & Company, Incorporated",84.48,-0.45,-0.53%,"2,758","1,493",22.596B,30.29,
RSTRF,Restaurant Brands International Limited Partnership,55.74,0,0.00%,57,61,22.617B,19.6,
WMG,Warner Music Group Corp.,44.21,0.03,0.07%,1.622M,"719,653",22.741B,83.89,
DWAHY,"Daiwa House Industry Co.,Ltd.",34.47,-0.6,-1.70%,"22,553","23,060",22.754B,12.45,
NTRS,Northern Trust Corporation,109.33,-0.05,-0.05%,"678,961","685,373",22.784B,18.66,
LBLCF,Loblaw Companies Limited,67.5,0.23,0.34%,"2,200","4,373",22.821B,21.84,
INVH,Invitation Homes Inc.,39.62,-0.84,-2.08%,9.667M,3.874M,22.84B,101.59,
DISH,DISH Network Corporation,43.31,0.45,1.05%,1.329M,1.844M,22.863B,10.4,
SZKMY,Suzuki Motor Corporation,187.62,-0.08,-0.04%,"2,836","6,696",22.901B,10.99,
SZKMF,Suzuki Motor Corporation,46.93,0,0.00%,210,268,22.901B,11,
Z,"Zillow Group, Inc.",90.41,-3.82,-4.05%,4.929M,3.156M,22.969B,150.93,
ZG,"Zillow Group, Inc.",91.07,-3.21,-3.40%,"499,909","511,577",22.969B,152.04,
OPYGY,Public Joint Stock Company Polyus,85.27,-0.74,-0.86%,526,769,23.024B,9.58,
GXYYY,Galaxy Entertainment Group Limited,26.48,-0.33,-1.23%,"2,441","2,530",23.05B,N/A,
CHWRF,China Tower Corporation Limited,0.1253,0,0.00%,"2,050","59,256",23.058B,20.88,
WEICF,"Weichai Power Co., Ltd.",2.165,0,0.00%,400,"2,363",23.062B,10.21,
WEICY,"Weichai Power Co., Ltd.",16.75,-0.62,-3.57%,"16,661","39,014",23.063B,9.88,
PKI,"PerkinElmer, Inc.",182.88,-3.2,-1.72%,"530,323","716,303",23.076B,17.39,
EXR,Extra Space Storage Inc.,172.61,-4.59,-2.59%,1.026M,"759,192",23.096B,35.41,
CRL,"Charles River Laboratories International, Inc.",458.3,3.26,0.72%,"307,471","304,193",23.097B,59.18,
RCL,Royal Caribbean Cruises Ltd.,90.69,2.53,2.87%,5.984M,4.337M,23.098B,N/A,
SGSOY,SGS SA,30.91,-0.18,-0.58%,"22,807","14,965",23.104B,36.94,
CNHI,CNH Industrial N.V.,17.09,-0.14,-0.81%,1.686M,2.491M,23.144B,72.11,
LGGNY,Legal & General Group Plc,19.41,-0.34,-1.75%,"14,774","22,157",23.17B,7.46,
ORXCF,ORIX Corporation,18.8,0.28,1.51%,"2,617","2,106",23.183B,12.33,
IX,ORIX Corporation,96.08,-1.31,-1.35%,"20,388","22,655",23.184B,12.6,
KYOCY,Kyocera Corporation,63.76,-0.06,-0.09%,"36,126","11,142",23.196B,23.56,
KYOCF,Kyocera Corporation,63.5,0,0.00%,"1,000",252,23.196B,23.47,
MGA,Magna International Inc.,77.17,-0.61,-0.78%,"578,618",1.272M,23.202B,10.68,
LSRCY,Lasertec Corporation,50.7,-1.32,-2.54%,"76,927","43,337",23.236B,131.55,
FANDY,FirstRand Limited,40,-1.28,-3.10%,650,19,23.239B,12.38,
ZTCOF,ZTE Corporation,3.2705,-0.1445,-4.23%,"1,020","2,268",23.241B,15.14,
ZTCOY,ZTE Corporation,6.63,-0.14,-2.07%,"2,870","14,463",23.241B,15.35,
SGSOF,SGS SA,"3,112.42",0,0.00%,16,14,23.247B,37.19,
LSRCF,Lasertec Corporation,258,0,0.00%,800,96,23.266B,133.89,
MTSFF,"Mitsui Fudosan Co., Ltd.",24.11,0.16,0.67%,"6,665","1,425",23.306B,17.11,
MTSFY,"Mitsui Fudosan Co., Ltd.",71.66,-1.17,-1.60%,248,"3,012",23.306B,16.95,
DOV,Dover Corporation,161.9,-1.64,-1.00%,"376,291","825,785",23.307B,26.72,
HES,Hess Corporation,75.34,0.64,0.86%,2.033M,1.997M,23.331B,N/A,
VMC,Vulcan Materials Company,176.06,-2.65,-1.48%,"620,295","757,922",23.359B,35,
AONNY,"Aeon Co., Ltd.",27.65,0,0.00%,26,271,23.375B,N/A,
NCLTY,"Nitori Holdings Co., Ltd.",20.4,-0.45,-2.16%,"540,624","125,814",23.383B,26.62,
KLBAY,Klabin S.A.,8.53,0,0.00%,26,"1,612",23.424B,58.42,
NCLTF,"Nitori Holdings Co., Ltd.",207.4,-1.97,-0.94%,158,322,23.45B,27.07,
KMTUY,Komatsu Ltd.,24.62,-0.24,-0.97%,"57,262","249,993",23.52B,19.68,
KMTUF,Komatsu Ltd.,24.88,0,0.00%,288,"4,339",23.521B,19.89,
KMX,"CarMax, Inc.",144.42,2.26,1.59%,"851,293","921,363",23.531B,20.32,
RCI,Rogers Communications Inc.,47.2,0.16,0.34%,"221,210","339,047",23.662B,18.58,
LGGNF,Legal & General Group Plc,3.965,-0.035,-0.88%,"1,524","13,822",23.671B,7.62,
ANGPY,Anglo American Platinum Limited,15.01,-0.55,-3.53%,"9,747","11,796",24.364B,4.99,
IFCZF,Intact Financial Corporation,134.83,0.04,0.03%,800,"1,395",23.741B,14.3,
MPWR,"Monolithic Power Systems, Inc.",517.92,0.17,0.03%,"198,445","358,280",23.783B,123.43,
BIO,"Bio-Rad Laboratories, Inc.",802.96,5.62,0.70%,"135,725","124,073",23.834B,5.99,
CRHKY,China Resources Beer (Holdings) Company Limited,14.35,0.33,2.35%,"1,387","3,592",23.853B,35,
SSEZF,SSE plc,22.4,0,0.00%,6,361,23.864B,7.48,
SSEZY,SSE plc,22.24,-0.25,-1.12%,"14,587","67,963",23.864B,7.42,
CSGKF,Credit Suisse Group AG,9.88,0.03,0.30%,"14,722","40,309",23.972B,114.88,
CS,Credit Suisse Group AG,9.88,0.08,0.82%,2.517M,4.625M,23.972B,114.88,
CZR,"Caesars Entertainment, Inc.",112.35,0.73,0.65%,1.426M,2.491M,23.979B,N/A,
CAOVF,China Overseas Land & Investment Limited,2.14,0,0.00%,"4,000","25,074",23.981B,3.45,
LNG,"Cheniere Energy, Inc.",94.67,0.88,0.94%,1.917M,1.202M,24.009B,N/A,
FANDF,FirstRand Limited,4.29,0,0.00%,364,"3,749",24.058B,13.28,
XM,Qualtrics International Inc.,46.8,-0.16,-0.34%,"361,722",1.044M,24.084B,N/A,
TSCO,Tractor Supply Company,210.72,0.61,0.29%,"411,932","839,323",24.093B,28.12,
HIG,"The Hartford Financial Services Group, Inc.",69.4,0.02,0.03%,1.863M,1.863M,24.095B,11.76,
CAOVY,China Overseas Land & Investment Limited,11.01,0,0.00%,76,"2,414",24.1B,3.55,
CTLT,"Catalent, Inc.",141.34,0.32,0.23%,"614,392","834,657",24.149B,45.45,
WAT,Waters Corporation,393.58,-8.53,-2.12%,"316,992","320,068",24.151B,37.2,
DLICY,"Dai-ichi Life Holdings, Inc.",22.38,-0.19,-0.84%,200,"3,029",24.169B,5.97,
TELNF,Telenor ASA,17.28,0,0.00%,"3,176",557,24.183B,19.94,
GASNY,"Naturgy Energy Group, S.A.",4.99,-0.035,-0.70%,1.31M,"31,780",24.202B,N/A,
TELNY,Telenor ASA,17.31,-0.14,-0.80%,"27,074","45,836",24.219B,19.97,
CLPHF,CLP Holdings Limited,9.33,0,0.00%,409,"1,577",24.304B,18.26,
CLPHY,CLP Holdings Limited,9.56,-0.15,-1.54%,"38,803","189,136",24.304B,18.71,
CABGY,Carlsberg A/S,32.95,-0.17,-0.53%,"45,692","56,412",24.346B,24.43,
CABJF,Carlsberg A/S,166.67,1.93,1.17%,387,561,24.346B,24.71,
VRSN,"VeriSign, Inc.",217.77,1.29,0.60%,"358,646","436,573",24.363B,39.51,
NRILY,"Nomura Research Institute, Ltd.",40.85,0.19,0.48%,285,"6,873",24.38B,46.37,
SPLK,Splunk Inc.,151.12,-1.44,-0.94%,1.021M,1.784M,24.413B,N/A,
OTSKY,"Otsuka Holdings Co., Ltd.",22.32,0.05,0.21%,"13,732","29,660",24.432B,17.55,
XYL,Xylem Inc.,135.62,0.45,0.33%,"433,076","736,633",24.434B,63.97,
YUMC,"Yum China Holdings, Inc.",58.14,1.7,3.01%,5.071M,2.357M,24.47B,24.67,
SCGLF,Société Générale Société anonyme,30.33,0.54,1.81%,97,588,26.285B,7.36,
EJPRY,East Japan Railway Company,10.7,-0.06,-0.56%,"69,376","89,542",24.51B,N/A,
SIRI,Sirius XM Holdings Inc.,6.06,0.02,0.33%,9.522M,15.836M,24.546B,102.71,
CGMBF,"China Minsheng Banking Corp., Ltd.",0.36,0,0.00%,"873,500",97,24.618B,3.53,
CMAKY,"China Minsheng Banking Corp., Ltd.",3.9,0,0.00%,702,884,24.618B,3.82,
DNA,"Ginkgo Bioworks Holdings, Inc.",12.6,0.3,2.44%,3.967M,9.193M,24.663B,N/A,
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,24.89,0.17,0.69%,"259,096","226,293",24.671B,19.15,
ANNSF,"Aena S.M.E., S.A.",160.15,-3.95,-2.41%,20,176,24.727B,N/A,
XP,XP Inc.,44.25,-1.23,-2.70%,1.216M,1.254M,24.738B,47.53,
BAESY,BAE Systems plc,30.95,-0.17,-0.55%,"111,678","172,374",24.767B,10.25,
KSU,Kansas City Southern,272.43,0.74,0.27%,"526,064","953,984",24.785B,192.67,
MLYBY,Malayan Banking Berhad,4.26,0.44,11.52%,440,"9,166",24.907B,12.91,
HZNP,Horizon Therapeutics Public Limited Company,110.37,0.88,0.80%,"888,540",1.098M,24.932B,50.42,
CAIXY,"CaixaBank, S.A.",1.03,0.008,0.78%,"123,723","200,233",24.932B,3.32,
KRYAY,Kerry Group plc,140.12,-3.41,-2.38%,"6,329","10,036",24.935B,37.29,
ANYYY,"Aena S.M.E., S.A.",16.63,0.34,2.09%,"37,829","79,453",24.945B,N/A,
BAESF,BAE Systems plc,7.8,0.03,0.39%,"1,353","6,966",24.968B,10.33,
EDRVF,"EDP Renováveis, S.A.",25.77,0,0.00%,10,866,24.989B,44.2,
AGPPF,Anglo American Platinum Limited,94.8,-1.1,-1.15%,2,139,25.073B,5.26,
CIADY,China Mengniu Dairy Company Limited,63.25,-1.75,-2.69%,"37,208","10,082",25.075B,30.85,
ET,Energy Transfer LP,9.28,-0.21,-2.21%,9.281M,12.797M,25.101B,6.81,
SCGLY,Société Générale Société anonyme,6.21,0.01,0.16%,"74,884","101,006",26.399B,7.53,
SSREF,Swiss Re AG,86.91,0,0.00%,"1,088",487,25.115B,19.68,
FNV,Franco-Nevada Corporation,131.49,-1.36,-1.02%,"915,368","536,814",25.129B,37.25,
JDLGF,"JD Logistics, Inc.",3.98,0,0.00%,100,96,25.133B,N/A,
ASBRF,"Asahi Group Holdings, Ltd.",47.92,-1.3,-2.64%,"1,100",84,25.162B,18.57,
SSREY,Swiss Re AG,21.84,0.09,0.41%,"44,544","53,569",25.243B,19.78,
CKHUY,CK Hutchison Holdings Limited,6.5,-0.17,-2.55%,"314,125","213,941",25.258B,5.67,
RWEOY,RWE Aktiengesellschaft,37.5,-0.23,-0.61%,"19,545","39,852",25.358B,15.09,
KRYAF,Kerry Group plc,143.48,0,0.00%,3,207,25.373B,38.18,
SONVY,Sonova Holding AG,80.44,-2.16,-2.62%,"48,163","36,620",25.399B,40.47,
SONVF,Sonova Holding AG,402.41,-12.94,-3.12%,1,147,25.399B,40.5,
ABC,AmerisourceBergen Corporation,122.3,-0.25,-0.20%,"416,241","812,441",25.412B,N/A,
RNECY,Renesas Electronics Corporation,6.5,0.23,3.73%,"86,734","88,400",25.493B,42.62,
RNECF,Renesas Electronics Corporation,12.89,0.33,2.63%,"6,327","19,442",25.493B,42.26,
UPST,"Upstart Holdings, Inc.",327.88,-8.46,-2.52%,3.797M,5.038M,25.498B,356.78,
EPOKY,Epiroc AB (publ),21.14,-0.15,-0.70%,"31,728","32,363",25.498B,45.76,
HKHHF,Heineken Holding N.V.,88.3,-0.7,-0.79%,770,"3,795",25.504B,38.41,
TLKMF,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,0.2579,0,0.00%,"1,500","2,420",25.548B,19.84,
NTIOF,National Bank of Canada,75.7,-0.12,-0.16%,"1,578","5,526",25.555B,11.78,
OKE,"ONEOK, Inc.",57.47,0.01,0.02%,3.198M,2.316M,25.612B,19.02,
TLPFY,Teleperformance SE,217.7,-2.92,-1.33%,"4,281","5,450",25.622B,42.38,
CIADF,China Mengniu Dairy Company Limited,6.51,0,0.00%,"255,148","5,544",25.702B,31.76,
LGFRY,Longfor Group Holdings Limited,42.1,-1.95,-4.44%,"4,820","4,495",25.709B,7.74,
HKHHY,Heineken Holding N.V.,44.69,-0.05,-0.11%,"3,527","2,233",25.719B,38.88,
CAJ,Canon Inc.,24.57,0.13,0.53%,"218,827","279,701",25.72B,16.19,
CAJFF,Canon Inc.,24.4,0,0.00%,137,"7,207",25.721B,16.07,
BBY,"Best Buy Co., Inc.",104.74,-1.43,-1.35%,3.378M,2.16M,25.762B,10.72,
ZLNDY,Zalando SE,49.83,-1.69,-3.29%,"10,000","9,406",25.764B,64.89,
ED,"Consolidated Edison, Inc.",73,-0.11,-0.15%,1.735M,2.048M,25.797B,22.17,
URI,"United Rentals, Inc.",356.51,1.24,0.35%,"440,917","641,566",25.808B,25.88,
RYAAY,Ryanair Holdings plc,114.43,1.32,1.17%,"170,023","242,723",25.83B,N/A,
CKHUF,CK Hutchison Holdings Limited,6.74,0,0.00%,"4,500","16,571",25.863B,5.88,
O,Realty Income Corporation,66.46,-1.32,-1.95%,4.079M,3.421M,25.879B,67.06,
EXPE,"Expedia Group, Inc.",171.99,5.15,3.09%,3.354M,2.36M,25.94B,N/A,
CUKPF,Carnival Corporation & plc,21.3,0,0.00%,5,196,25.946B,N/A,
DB,Deutsche Bank Aktiengesellschaft,12.7,0.21,1.68%,2.864M,3.253M,26.233B,12.7,
VIAC,ViacomCBS Inc.,39.99,-0.07,-0.17%,5.406M,11.51M,26.006B,7.51,
VIACA,ViacomCBS Inc.,43.72,-0.11,-0.25%,"29,353","67,936",26.006B,8.21,
EADSY,Airbus SE,33.7,-0.43,-1.26%,"150,904","213,385",106.454B,29.9,
IBKR,"Interactive Brokers Group, Inc.",62.73,0.54,0.87%,"418,712","634,152",26.146B,17.36,
OXY,Occidental Petroleum Corporation,28.1,0.14,0.50%,13.474M,15.842M,26.238B,N/A,
CCEP,Coca-Cola Europacific Partners PLC,56.31,-0.83,-1.45%,"968,254","950,803",26.251B,35.78,
FTV,Fortive Corporation,73.26,-0.35,-0.48%,1.248M,2.589M,26.256B,15.23,
ZTO,ZTO Express (Cayman) Inc.,31.66,0.22,0.70%,2.134M,3.867M,26.284B,38.85,
TLPFF,Teleperformance SE,450,6.78,1.53%,60,112,26.43B,43.8,
ALB,Albemarle Corporation,226.4,-2.75,-1.20%,"704,375",1.299M,26.477B,35.79,
CDW,CDW Corporation,193.06,0.54,0.28%,"398,579","646,052",26.545B,29.55,
ZI,ZoomInfo Technologies Inc.,67.85,0.03,0.04%,2.377M,3.831M,26.579B,387.71,
VFC,V.F. Corporation,67.96,0.6,0.89%,2.786M,2.327M,26.684B,26.21,
APTPF,Airports of Thailand Public Company Limited,1.36,-0.5,-26.88%,966,"2,106",26.684B,N/A,
AIPUY,Airports of Thailand Public Company Limited,18.07,-1.72,-8.69%,"2,258","1,830",26.684B,N/A,
AVTR,"Avantor, Inc.",44.01,0.21,0.48%,2.146M,3.554M,26.757B,97.15,
CUK,Carnival Corporation & plc,23.24,0.63,2.79%,2.165M,1.726M,26.928B,N/A,
ERFSF,Eurofins Scientific SE,136.01,-3.24,-2.33%,118,438,26.94B,28.14,
TEFOF,"Telefónica, S.A.",4.786,-0.034,-0.71%,334,"4,660",26.984B,2.18,
NPCPF,"Nippon Paint Holdings Co., Ltd.",11.3,-1.34,-10.60%,"3,605",37,26.998B,39.1,
APO,"Apollo Global Management, Inc.",62.41,1.15,1.88%,2.041M,2.249M,27.017B,7.34,
UNICY,Unicharm Corporation,8.98,0.05,0.56%,"61,091","95,577",27.019B,40.78,
UNCHF,Unicharm Corporation,44.94,-0.91,-1.98%,516,"3,103",27.019B,40.82,
TEF,"Telefónica, S.A.",4.8,-0.01,-0.21%,"701,571",1.348M,27.063B,2.19,
PATH,UiPath Inc.,52.7,-1.1,-2.04%,4.964M,4.786M,27.063B,N/A,
BILI,Bilibili Inc.,70.73,-3.61,-4.86%,2.888M,5.36M,27.084B,N/A,
BDRFF,Beiersdorf Aktiengesellschaft,119.51,0,0.00%,739,57,27.147B,34.46,
BDRFY,Beiersdorf Aktiengesellschaft,23.65,-0.26,-1.09%,"17,912","29,252",27.147B,34.09,
IT,"Gartner, Inc.",324.69,0.44,0.14%,"332,356","580,236",27.16B,50.59,
CVNA,Carvana Co.,321.99,2.74,0.86%,"595,883",1.047M,27.209B,N/A,
EC,Ecopetrol S.A.,13.24,-0.26,-1.93%,"349,643","878,069",27.219B,6.19,
KUBTY,Kubota Corporation,111.97,0.47,0.43%,"15,337","18,107",27.224B,17.43,
KUBTF,Kubota Corporation,21.72,0,0.00%,"1,800","1,065",27.224B,16.9,
TSCDF,Tesco PLC,3.5415,-0.0214,-0.60%,"1,353","19,377",27.382B,3.2,
TSCDY,Tesco PLC,10.68,-0.15,-1.39%,"467,557","215,815",27.525B,3.22,
FOJCY,Fortum Oyj,6.2,0.17,2.82%,532,"2,809",27.537B,20.04,
TYIDY,Toyota Industries Corporation,87.15,0.74,0.85%,"16,905",779,27.562B,15.75,
ANET,"Arista Networks, Inc.",360.15,2.24,0.63%,"209,628","411,525",27.629B,39.31,
BILL,"Bill.com Holdings, Inc.",273.13,-3.77,-1.36%,1.568M,1.455M,27.639B,N/A,
VLO,Valero Energy Corporation,67.63,0.46,0.68%,2.298M,4.054M,27.649B,N/A,
CRBJY,China Resources Land Limited,34.31,0,0.00%,6,59,27.705B,5.02,
CRBJF,China Resources Land Limited,3.48,0,0.00%,"186,099","8,524",27.705B,5.09,
TSN,"Tyson Foods, Inc.",76.22,0.11,0.14%,1.126M,1.703M,27.807B,11.87,
PTON,"Peloton Interactive, Inc.",92.64,-1.74,-1.84%,5.245M,6.983M,27.838B,N/A,
HBANN,Huntington Bancshares Incorporated,25.38,0,0.02%,"3,159","5,641",27.665B,27.41,
TOST,"Toast, Inc.",55.78,-3.22,-5.46%,3.928M,7.584M,27.853B,N/A,
DAL,"Delta Air Lines, Inc.",43.53,0.94,2.21%,13.479M,11.917M,27.855B,N/A,
DLR-PJ,"Digital Realty Trust, Inc.",25.98,-0.07,-0.27%,"3,620","11,296",27.859B,14.41,
NDRBF,NIBE Industrier AB (publ),14.01,0,0.00%,400,460,27.864B,32.13,
WY,Weyerhaeuser Company,37.19,-0.07,-0.19%,4.213M,3.829M,27.884B,12.19,
LI,Li Auto Inc.,26.11,-1.16,-4.25%,5.238M,10.53M,27.939B,N/A,
MGDDF,Compagnie Générale des Établissements Michelin Société en commandite par actions,151.25,0,0.00%,67,287,27.941B,12.96,
MGDDY,Compagnie Générale des Établissements Michelin Société en commandite par actions,31.26,-0.1,-0.33%,"69,705","91,546",27.941B,13.39,
PCAR,PACCAR Inc,80.53,-0.31,-0.38%,1.146M,2.358M,27.958B,15.98,
NTDTY,NTT DATA Corporation,19.69,-1.01,-4.86%,224,195,28.016B,34.43,
SAXPY,Sampo Oyj,25.23,-0.15,-0.61%,"29,236","27,761",28.017B,40.55,
GBERY,Geberit AG,78.15,-1.42,-1.78%,"3,579","2,625",28.036B,32.88,
GNRC,Generac Holdings Inc.,444.61,-9.41,-2.07%,"533,910","711,214",28.064B,54.84,
AFTPY,Afterpay Limited,95.64,-2.32,-2.37%,"77,894","98,238",28.068B,N/A,
AFTPF,Afterpay Limited,95.12,-2.06,-2.11%,"50,337","11,223",28.068B,N/A,
DLR-PK,"Digital Realty Trust, Inc.",27.1,-0.04,-0.15%,"27,728","20,311",28.159B,15.03,
LDSVF,Chocoladefabriken Lindt & Sprüngli AG,"11,697.00",0,0.00%,2,47,28.168B,6.58,
LVS,Las Vegas Sands Corp.,36.9,-0.38,-1.02%,12.205M,10.157M,28.191B,N/A,
ETSY,"Etsy, Inc.",222.85,-0.81,-0.36%,1.294M,2.5M,28.208B,64.15,
GWLIF,Great-West Lifeco Inc.,30.42,0.26,0.88%,"1,536","6,661",28.28B,11.08,
SAXPF,Sampo Oyj,51.11,0,0.00%,"1,866",168,28.386B,41.09,
WEC,"WEC Energy Group, Inc.",90,-0.28,-0.31%,1.006M,1.019M,28.389B,22,
SSMXY,Sysmex Corporation,67.17,0.89,1.35%,"11,837","18,212",28.406B,80.54,
SSMXF,Sysmex Corporation,133.5,0,0.00%,100,279,28.406B,80.04,
ES,Eversource Energy,82.67,0.18,0.22%,1.359M,1.497M,28.409B,22.78,
HOKCY,The Hong Kong and China Gas Company Limited,1.5201,-0.0424,-2.71%,"221,907","241,165",28.423B,29.23,
SWKS,"Skyworks Solutions, Inc.",172.65,-0.69,-0.40%,"656,716",1.433M,28.512B,20.35,
W,Wayfair Inc.,274.59,-0.41,-0.15%,"960,119",1.299M,28.53B,86.27,
SSDOY,"Shiseido Company, Limited",71.09,-0.02,-0.03%,"17,877","17,225",28.543B,N/A,
LH,Laboratory Corporation of America Holdings,296.37,-0.37,-0.12%,"391,734","626,328",28.57B,10.15,
LNNGY,Li Ning Company Limited,286.5,-13.5,-4.50%,"199,911","8,795",28.599B,62.62,
SYF,Synchrony Financial,50.23,0.39,0.78%,3.901M,4.969M,28.616B,8.97,
YNDX,Yandex N.V.,80.2,-0.63,-0.78%,"917,168",1.051M,28.663B,130.83,
FITB,Fifth Third Bancorp,41.51,0.75,1.84%,5.409M,4.832M,28.672B,12.11,
GMAB,Genmab A/S,43.43,-1.45,-3.23%,"324,202","365,728",28.695B,72.3,
GBERF,Geberit AG,802.72,-25.65,-3.10%,6,126,28.797B,33.77,
SRAD,Sportradar Group AG,25.97,-0.28,-1.07%,"240,519",2.557M,28.804B,1.07,
UNCRY,UniCredit S.p.A.,6.36,-0.03,-0.47%,"45,248","81,831",28.316B,18.17,
OCPNY,Olympus Corporation,22.26,0.86,4.04%,"21,946","42,441",28.866B,92.37,
SMNNY,Shimano Inc.,30.9,0.02,0.06%,"18,209","30,371",28.873B,35.92,
SHMDF,Shimano Inc.,312,0,0.00%,37,149,28.922B,36.27,
GELYY,Geely Automobile Holdings Limited,58.31,-1.34,-2.25%,"21,771","19,233",29.01B,34.3,
GELYF,Geely Automobile Holdings Limited,2.93,-0.055,-1.84%,"113,263","176,911",29.01B,34.47,
WTKWY,Wolters Kluwer N.V.,112.17,-1.25,-1.10%,"9,480","18,579",29.063B,35.79,
ORAN,Orange S.A.,10.95,-0.04,-0.36%,"595,800","712,836",29.128B,30.33,
FNCTF,Orange S.A.,10.97,0.03,0.29%,"21,332","11,057",29.162B,30.38,
CHWY,"Chewy, Inc.",69.83,-3.62,-4.93%,5.927M,2.922M,29.172B,"3,036.09",
KAOOY,Kao Corporation,12.08,-0.02,-0.17%,"126,766","138,850",29.211B,25.01,
SGEN,Seagen Inc.,161.34,-4.88,-2.94%,"774,416","730,841",29.353B,50.34,
GNMSF,Genmab A/S,449.15,11.27,2.57%,165,514,29.366B,74.77,
MPLX,MPLX LP,28.76,-0.03,-0.10%,1.74M,1.894M,29.401B,11.14,
CCL,Carnival Corporation & plc,25.44,0.75,3.04%,48.644M,33.389M,29.459B,N/A,
HOKCF,The Hong Kong and China Gas Company Limited,1.58,-0.02,-1.25%,"85,909","3,115",29.483B,30.38,
